listing_id,title,price_tnd,surface_m2,rooms,location,latitude,longitude,price_per_m2
257,A Vendre S3 aux Jardins de Carthage,427800.0,138.0,4,Hammamet,36.406353,10.631143,3100.0
258,Appartement s2 à vendre aux jardins de Carthage,270000.0,150.0,2,Sfax,34.729025,10.743812,1800.0
259,A vendre ou a louer bel appartement marsa cube ave,299000.0,130.0,4,Nabeul,36.440071,10.723093,2300.0
260,A vendre appartement S1 à La Nouvelle Soukra,186000.0,150.0,2,Bizerte,37.272314,9.881223,1240.0
261,Un appartement bien aménagé,420000.0,200.0,5,Monastir,35.786965,10.851907,2100.0
262,Bel appartement à vendre à Les Jardins de Carthage,266000.0,70.0,2,La Marsa,36.867253,10.344685,3800.0
263,Vente appartement s2 de standing la marsa,486400.0,128.0,3,La Marsa,36.893363,10.330453,3800.0
264,Appartement B4 2 – S2 – 4ème étage – Bloc B,228800.0,104.0,3,Tunis,36.788756,10.165002,2200.0
265,Penthouse d'Exception aux Jardins de Carthage. Dernier étage...,811200.0,312.0,5,Sousse,35.810717,10.652074,2600.0
266,A vendre S2 de 104m² ç La Mars Bhar Lazrek,322400.0,104.0,3,Hammamet,36.413552,10.598416,3100.0
267,S2 haut standing à Monastir,174300.0,83.0,2,Monastir,35.779885,10.814739,2100.0
268,À Vendre un S2 à la Marsa,467400.0,123.0,3,La Marsa,36.873096,10.307982,3800.0
269,"À VENDRE – S1à Sidi Daoud, La Marsa",258400.0,68.0,2,La Marsa,36.872325,10.327345,3800.0
270,À VENDRE – Superbe S3 avec jardin privatif,399000.0,190.0,4,Monastir,35.778013,10.821663,2100.0
271,A vendre s3 a cite taieb mhiri aouina,387600.0,102.0,3,La Marsa,36.871831,10.341177,3800.0
272,Résidence: BABYLONE - Sfax,270000.0,150.0,4,Sfax,34.733124,10.757364,1800.0
273,Des appartements à vendre chez promoteur,257400.0,117.0,3,Tunis,36.795464,10.169694,2200.0
274,Magnifique S2 avec 2 suites,390000.0,150.0,3,Sousse,35.8351,10.659828,2600.0
275,Appartement à l'achat à Les Jardins d'El Menzah 1. Superfici...,465000.0,150.0,3,Hammamet,36.397689,10.600346,3100.0
276,Bel appartement à vendre à Borj Louzir. Superficie 88 m²,158400.0,88.0,3,Sfax,34.750155,10.768115,1800.0
277,Opportunité d'un Sé de 114m² avec Parking,262200.0,114.0,3,Nabeul,36.461273,10.744309,2300.0
278,Bel appartement à vendre. Surface de 170 m²,323000.0,170.0,2,Bizerte,37.27097,9.883837,1900.0
279,S2 pour la vente,245700.0,117.0,3,Monastir,35.780986,10.84519,2100.0
280,A vendre appartement s2 avec jardin au menzah 9,456000.0,120.0,3,La Marsa,36.870113,10.339778,3800.0
281,À vendre un appartement S4 Ain Zaghouen,350400.0,146.0,5,Ariana,36.862823,10.190991,2400.0
282,À Vendre un apppartement S3 à Laaouina DownTown,283800.0,129.0,4,Tunis,36.789538,10.191317,2200.0
283,A vendre un appartement s2 au jardin de carthage,468000.0,180.0,3,Sousse,35.838027,10.623978,2600.0
284,À VENDRE Penthouse S4 à sousse route touristique,754000.0,290.0,4,Sousse,35.837955,10.659693,2600.0
285,Luxueux Appartement à vendre à Sahloul 1,180000.0,100.0,2,Sfax,34.742787,10.762833,1800.0
286,Appartement S3 à vendre à sahloul,282900.0,123.0,3,Nabeul,36.469542,10.749474,2300.0
287,Un bureau très haut standing à usage professionnel,475000.0,250.0,2,Bizerte,37.281024,9.869463,1900.0
288,Appartement S2 à vendre à khzema Est,189000.0,90.0,2,Monastir,35.773117,10.828153,2100.0
289,"À Vendre appartement S2 à Jaafer, Ariana",172800.0,72.0,3,Ariana,36.854888,10.194384,2400.0
290,A vendre appartement S2 au Rdc à baryem etounssi,216000.0,90.0,3,Ariana,36.885096,10.186219,2400.0
291,À VENDRE – Appartement S3 Luxe à Cité Gazelle,374000.0,170.0,4,Tunis,36.825492,10.197561,2200.0
292,"A Vendre appartement en S2,1er étage Le Bardo",286000.0,110.0,3,Sousse,35.824038,10.621567,2600.0
293,Appartement à l'achat. Superficie 220 m²,682000.0,220.0,3,Hammamet,36.403941,10.630019,3100.0
294,Vente d'un bel appartement à Chotrana avec jardin,356400.0,198.0,2,Sfax,34.73103,10.770777,1800.0
295,"À vendre – s2 très haut standing, nouvelle soukra ️ direct p...",197800.0,86.0,2,Nabeul,36.475442,10.737477,2300.0
296,Nouveaux Appartements S1 & S2 – Vente Directe Promoteur ️,129200.0,68.0,2,Bizerte,37.280244,9.889105,1900.0
297,A vendre s1 s2 direct promoteur nouvelle soukra,132300.0,63.0,2,Monastir,35.794088,10.843245,2100.0
298,Penthouse de luxe Jardins de Carthage 307m² D1 3,1166600.0,307.0,5,La Marsa,36.893767,10.331859,3800.0
299,Superbe S2 de 105m² à vendre,252000.0,105.0,3,Ariana,36.872695,10.201972,2400.0
300,S1 moderne aux Jardins de Monastir,113400.0,54.0,2,Monastir,35.765216,10.846391,2100.0
301,S1 en vente,400000.0,67.0,2,Sousse,35.822734,10.650815,5970.15
302,Duplex en vente,452600.0,146.0,4,Hammamet,36.384792,10.606063,3100.0
303,Duplex en vente,360000.0,200.0,4,Sfax,34.755658,10.742313,1800.0
304,S2 en vente,230000.0,100.0,3,Nabeul,36.468885,10.752289,2300.0
305,Résidence Omrane 16- Élégance à Riadh El Ghazela,369000.0,120.0,4,Bizerte,37.257186,9.888459,3075.0
306,S2 en vente,210000.0,100.0,3,Monastir,35.767503,10.851584,2100.0
307,Prix promotionnel jusqu'au 31 Août 2026,463600.0,122.0,3,La Marsa,36.885395,10.341595,3800.0
308,Vend appartement à Les Jardins d'El Menzah 1. Surface totale...,336000.0,140.0,3,Ariana,36.866174,10.210169,2400.0
309,Vente d'un bel appartement à Borj Louzir. Surface de 117 m²,257400.0,117.0,4,Tunis,36.824564,10.177604,2200.0
310,Superbe appartement à vendre. Superficie 106 m²,275600.0,106.0,2,Sousse,35.812759,10.654185,2600.0
311,Bel appartement à vendre à Les Berges Du Lac 1. Surface de 8...,257300.0,83.0,2,Hammamet,36.394039,10.626022,3100.0
312,Un duplex avec une vue panoramique,403200.0,224.0,5,Sfax,34.722619,10.745093,1800.0
313,À Vendre – un s2 à panorama,184000.0,80.0,3,Nabeul,36.473006,10.719444,2300.0
314,A vendre un appartement s2 boumhal basssatine,155800.0,82.0,3,Bizerte,37.294388,9.884883,1900.0
315,A vendre s2 a boumhal bassatine,199500.0,95.0,3,Monastir,35.764397,10.85313,2100.0
316,Appartement S3 avec piscine à vendre au Lac 2,1216000.0,320.0,3,La Marsa,36.884413,10.336304,3800.0
317,À Vendre – Appartement S4 à l'aouina,432000.0,180.0,5,Ariana,36.847207,10.198367,2400.0
318,A vendre un s2 de haut standing à chotrana 1,277200.0,126.0,3,Tunis,36.800886,10.166948,2200.0
319,S2 à VENDRE à La Mannouba,314600.0,121.0,3,Sousse,35.817002,10.656987,2600.0
320,Appartement tout près de la plage à vendre. Surface de 85 m²...,263500.0,85.0,2,Hammamet,36.399138,10.633944,3100.0
321,S2 en vente,180000.0,100.0,3,Sfax,34.737897,10.775474,1800.0
322,"À vendre – s1 haut standing, cité wahat",147200.0,64.0,2,Nabeul,36.472141,10.721541,2300.0
323,Coup de cœur à la nouvelle soukra – s1 avec terrasse & exce...,108300.0,57.0,2,Bizerte,37.29101,9.886409,1900.0
324,Appartement en vente à Rades A 4 7,247800.0,118.0,3,Monastir,35.772403,10.829551,2100.0
325,S1 de 62m² à Sidi Mahersi Nabeul,142600.0,62.0,2,Nabeul,36.44735,10.730378,2300.0
326,A louer: Appartement vide en S2 de 120m²,288000.0,120.0,3,Ariana,36.871182,10.196977,2400.0
327,Vente ennasr2 d'un penthouse en duplex haut standi,466400.0,212.0,4,Tunis,36.821389,10.169269,2200.0
328,A Vendre S2 aux Jardins de Carthage,270400.0,104.0,3,Sousse,35.832488,10.651374,2600.0
329,À VENDRE –Appartement S2 – Hannibal 3. D. 1,415400.0,134.0,3,Hammamet,36.389508,10.610551,3100.0
330,A vendre S3 avec Terrasse à El Menzah 9,273600.0,152.0,4,Sfax,34.728839,10.752995,1800.0
